[None, array([90., 80., 70.], dtype=float32), array([0.00316052, 0.00316006, 0.00315938], dtype=float32), 0.0, array(85., dtype=float32), 85.0]
[None, array([90., 80., 70.], dtype=float32), array([ 0.86183745,  0.47996926, -0.98785514], dtype=float32), array([0.6066151 , 0.31917632, 0.07420859], dtype=float32), 85.324066, array(85., dtype=float32), 0.32406616]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0458336 ,  0.31686306, -1.1943305 ], dtype=float32), array([0.5660712 , 0.35624567, 0.07768316], dtype=float32), 84.88388, array(85., dtype=float32), 0.116119385]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8684348 ,  0.48266697, -1.0064814 ], dtype=float32), array([0.6084711 , 0.31869185, 0.07283709], dtype=float32), 85.35634, array(85., dtype=float32), 0.3563385]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0517292,  0.3177005, -1.2083985], dtype=float32), array([0.567931  , 0.35588473, 0.07618424], dtype=float32), 84.91746, array(85., dtype=float32), 0.08254242]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8749284,  0.4845823, -1.0235901], dtype=float32), array([0.6103742 , 0.31810874, 0.07151701], dtype=float32), 85.388565, array(85., dtype=float32), 0.38856506]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0577836,  0.3183309, -1.2226965], dtype=float32), array([0.56987494, 0.35534817, 0.07477685], dtype=float32), 84.95098, array(85., dtype=float32), 0.04901886]
[None, array([90., 80., 70.], dtype=float32), array([ 0.88141847,  0.48588353, -1.0398332 ], dtype=float32), array([0.6123403 , 0.3174265 , 0.07023318], dtype=float32), 85.42107, array(85., dtype=float32), 0.42106628]
[None, array([90., 80., 70.], dtype=float32), array([ 0.96330786,  0.3842398 , -1.0931556 ], dtype=float32), array([0.5268555 , 0.3851677 , 0.08797687], dtype=float32), 84.38879, array(85., dtype=float32), 0.6112137]
[None, array([90., 80., 70.], dtype=float32), array([ 1.04416  ,  0.2834922, -1.1459799], dtype=float32), array([0.57017004, 0.34713727, 0.08269268], dtype=float32), 84.87478, array(85., dtype=float32), 0.12522125]
[None, array([90., 80., 70.], dtype=float32), array([ 0.86577255,  0.4468227 , -0.95292354], dtype=float32), array([0.61219656, 0.31056273, 0.07724069], dtype=float32), 85.349556, array(85., dtype=float32), 0.34955597]
[None, array([90., 80., 70.], dtype=float32), array([ 1.050308  ,  0.28433126, -1.1598703 ], dtype=float32), array([0.5721343 , 0.3469341 , 0.08093166], dtype=float32), 84.91203, array(85., dtype=float32), 0.08796692]
[None, array([90., 80., 70.], dtype=float32), array([ 0.87285626,  0.4495262 , -0.97194046], dtype=float32), array([0.61422384, 0.30999646, 0.07577966], dtype=float32), 85.38444, array(85., dtype=float32), 0.38443756]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0566275 ,  0.28499442, -1.1741266 ], dtype=float32), array([0.5741699 , 0.34649867, 0.07933149], dtype=float32), 84.948395, array(85., dtype=float32), 0.051605225]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8798239 ,  0.451375  , -0.98936856], dtype=float32), array([0.6162999 , 0.30932584, 0.07437428], dtype=float32), 85.41926, array(85., dtype=float32), 0.41925812]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0631181 ,  0.28543568, -1.1886249 ], dtype=float32), array([0.5762945 , 0.3458742 , 0.07783125], dtype=float32), 84.98463, array(85., dtype=float32), 0.01537323]
[None, array([90., 80., 70.], dtype=float32), array([ 0.88678664,  0.45255435, -1.0058951 ], dtype=float32), array([0.61844194, 0.3085503 , 0.07300778], dtype=float32), 85.45434, array(85., dtype=float32), 0.45433807]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8088315,  0.5596562, -0.967135 ], dtype=float32), array([0.57851636, 0.3450871 , 0.07639649], dtype=float32), 85.021194, array(85., dtype=float32), 0.021194458]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9924244,  0.3933589, -1.1662282], dtype=float32), array([0.5354185, 0.3851905, 0.079391 ], dtype=float32), 84.56028, array(85., dtype=float32), 0.43972015]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8131342 ,  0.56391853, -0.9816444 ], dtype=float32), array([0.57905126, 0.34576532, 0.07518344], dtype=float32), 85.03868, array(85., dtype=float32), 0.03868103]
[None, array([90., 80., 70.], dtype=float32), array([ 0.99582595,  0.3976352 , -1.1789417 ], dtype=float32), array([0.5361479 , 0.3857401 , 0.07811203], dtype=float32), 84.58036, array(85., dtype=float32), 0.4196396]
[None, array([90., 80., 70.], dtype=float32), array([ 0.81727624,  0.56794316, -0.99562395], dtype=float32), array([0.57965773, 0.34634233, 0.07399988], dtype=float32), 85.05658, array(85., dtype=float32), 0.05657959]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9993762 ,  0.40160298, -1.1917815 ], dtype=float32), array([0.5368916 , 0.38623124, 0.07687715], dtype=float32), 84.60014, array(85., dtype=float32), 0.39985657]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8213388,  0.5717454, -1.009293 ], dtype=float32), array([0.5803283 , 0.34683144, 0.07284032], dtype=float32), 85.07488, array(85., dtype=float32), 0.07488251]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0030453 ,  0.40529758, -1.2047243 ], dtype=float32), array([0.5376629 , 0.38666165, 0.07567548], dtype=float32), 84.61988, array(85., dtype=float32), 0.38011932]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8253736,  0.5753318, -1.0227879], dtype=float32), array([0.58105826, 0.34724057, 0.07170118], dtype=float32), 85.09357, array(85., dtype=float32), 0.093566895]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0068158 ,  0.40874147, -1.2177569 ], dtype=float32), array([0.538471  , 0.38702887, 0.07450023], dtype=float32), 84.63972, array(85., dtype=float32), 0.3602829]
[None, array([90., 80., 70.], dtype=float32), array([ 0.82941604,  0.5787061 , -1.0361956 ], dtype=float32), array([0.58184546, 0.3475745 , 0.07058004], dtype=float32), 85.112656, array(85., dtype=float32), 0.11265564]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0106783 ,  0.41194952, -1.2308717 ], dtype=float32), array([0.5393222 , 0.38733083, 0.07334692], dtype=float32), 84.65975, array(85., dtype=float32), 0.3402481]
[None, array([90., 80., 70.], dtype=float32), array([ 0.83349067,  0.58186996, -1.0495718 ], dtype=float32), array([0.5826889 , 0.34783596, 0.06947523], dtype=float32), 85.13215, array(85., dtype=float32), 0.13214874]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0146279 ,  0.41493008, -1.2440648 ], dtype=float32), array([0.5402217 , 0.38756567, 0.07221268], dtype=float32), 84.68009, array(85., dtype=float32), 0.31990814]
[None, array([90., 80., 70.], dtype=float32), array([ 0.83761334,  0.5848216 , -1.0629538 ], dtype=float32), array([0.58358854, 0.34802592, 0.06838553], dtype=float32), 85.15203, array(85., dtype=float32), 0.15203094]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0186623 ,  0.41768774, -1.2573352 ], dtype=float32), array([0.54117304, 0.38773143, 0.07109553], dtype=float32), 84.700775, array(85., dtype=float32), 0.29922485]
[None, array([90., 80., 70.], dtype=float32), array([ 0.84179705,  0.5875605 , -1.0763665 ], dtype=float32), array([0.58454496, 0.34814495, 0.06731009], dtype=float32), 85.172356, array(85., dtype=float32), 0.17235565]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0227821 ,  0.42022508, -1.2706823 ], dtype=float32), array([0.5421795 , 0.38782638, 0.06999405], dtype=float32), 84.72185, array(85., dtype=float32), 0.27815247]
[None, array([90., 80., 70.], dtype=float32), array([ 0.84605074,  0.5900839 , -1.0898268 ], dtype=float32), array([0.5855591 , 0.3481927 , 0.06624823], dtype=float32), 85.193115, array(85., dtype=float32), 0.19311523]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0269887,  0.4225429, -1.284107 ], dtype=float32), array([0.5432438 , 0.38784894, 0.06890726], dtype=float32), 84.74337, array(85., dtype=float32), 0.25662994]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8503825 ,  0.59239006, -1.1033466 ], dtype=float32), array([0.58663225, 0.34816846, 0.06519938], dtype=float32), 85.21433, array(85., dtype=float32), 0.21433258]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0312855 ,  0.42464143, -1.2976103 ], dtype=float32), array([0.5443684 , 0.38779727, 0.06783434], dtype=float32), 84.76534, array(85., dtype=float32), 0.23465729]
[None, array([90., 80., 70.], dtype=float32), array([ 0.85479975,  0.5944774 , -1.1169343 ], dtype=float32), array([0.58776575, 0.3480713 , 0.06416299], dtype=float32), 85.23603, array(85., dtype=float32), 0.23603058]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0356756 ,  0.42651927, -1.3111942 ], dtype=float32), array([0.5455556 , 0.3876698 , 0.06677466], dtype=float32), 84.78781, array(85., dtype=float32), 0.21218872]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8593081,  0.5963428, -1.1305966], dtype=float32), array([0.58896124, 0.34790003, 0.06313869], dtype=float32), 85.258224, array(85., dtype=float32), 0.2582245]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9416739,  0.4957099, -1.1820836], dtype=float32), array([0.50263035, 0.41922033, 0.07814936], dtype=float32), 84.24481, array(85., dtype=float32), 0.755188]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0236326,  0.3953174, -1.2335291], dtype=float32), array([0.5462082 , 0.37983185, 0.07395991], dtype=float32), 84.72248, array(85., dtype=float32), 0.27751923]
[None, array([90., 80., 70.], dtype=float32), array([ 0.845193 ,  0.5609955, -1.0408765], dtype=float32), array([0.5892081 , 0.3413037 , 0.06948818], dtype=float32), 85.197205, array(85., dtype=float32), 0.19720459]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0280507 ,  0.39731592, -1.2465603 ], dtype=float32), array([0.54739106, 0.38008255, 0.07252635], dtype=float32), 84.74864, array(85., dtype=float32), 0.25135803]
[None, array([90., 80., 70.], dtype=float32), array([ 0.85036105,  0.5644198 , -1.0584469 ], dtype=float32), array([0.5904624, 0.3412476, 0.06829  ], dtype=float32), 85.22172, array(85., dtype=float32), 0.22171783]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0325909 ,  0.39919767, -1.259902  ], dtype=float32), array([0.54862547, 0.38015705, 0.07121748], dtype=float32), 84.77408, array(85., dtype=float32), 0.22592163]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8554162 ,  0.56721073, -1.074603  ], dtype=float32), array([0.5917505 , 0.34111264, 0.06713685], dtype=float32), 85.24613, array(85., dtype=float32), 0.2461319]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0372484,  0.4009241, -1.2734439], dtype=float32), array([0.54992265, 0.38008973, 0.06998761], dtype=float32), 84.79935, array(85., dtype=float32), 0.20065308]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8604432,  0.5695099, -1.0899389], dtype=float32), array([0.5930852 , 0.34089878, 0.06601602], dtype=float32), 85.2707, array(85., dtype=float32), 0.27069855]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0420218 ,  0.40246537, -1.2871366 ], dtype=float32), array([0.551288  , 0.37990132, 0.06881066], dtype=float32), 84.82477, array(85., dtype=float32), 0.17523193]
[None, array([90., 80., 70.], dtype=float32), array([ 0.86549544,  0.571406  , -1.1048009 ], dtype=float32), array([0.5944756 , 0.34060466, 0.06491972], dtype=float32), 85.29556, array(85., dtype=float32), 0.29556274]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9478004 ,  0.47070283, -1.1569766 ], dtype=float32), array([0.50829583, 0.41100958, 0.08069467], dtype=float32), 84.276024, array(85., dtype=float32), 0.72397614]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0295358 ,  0.37034085, -1.2089427 ], dtype=float32), array([0.55181974, 0.37197226, 0.07620789], dtype=float32), 84.7561, array(85., dtype=float32), 0.24389648]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8510097,  0.535266 , -1.0155247], dtype=float32), array([0.59460187, 0.33392224, 0.07147589], dtype=float32), 85.23126, array(85., dtype=float32), 0.2312622]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0343571 ,  0.37206966, -1.2221339 ], dtype=float32), array([0.55318636, 0.37213227, 0.07468139], dtype=float32), 84.78506, array(85., dtype=float32), 0.21494293]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8566554 ,  0.53859603, -1.033656  ], dtype=float32), array([0.59604186, 0.33374643, 0.07021167], dtype=float32), 85.2583, array(85., dtype=float32), 0.25830078]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0393131 ,  0.37367254, -1.2356688 ], dtype=float32), array([0.55460805, 0.37209693, 0.07329504], dtype=float32), 84.81313, array(85., dtype=float32), 0.18686676]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8621767 ,  0.54122066, -1.050241  ], dtype=float32), array([0.597518  , 0.33348516, 0.06899677], dtype=float32), 85.28521, array(85., dtype=float32), 0.28520966]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0444003 ,  0.37510848, -1.2494224 ], dtype=float32), array([0.55609864, 0.37190494, 0.07199643], dtype=float32), 84.84102, array(85., dtype=float32), 0.15898132]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8676684,  0.5432984, -1.0659353], dtype=float32), array([0.5990448 , 0.33313835, 0.06781688], dtype=float32), 85.31229, array(85., dtype=float32), 0.31228638]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0496167 ,  0.37634364, -1.2633404 ], dtype=float32), array([0.55766445, 0.37157962, 0.07075598], dtype=float32), 84.86909, array(85., dtype=float32), 0.13091278]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8731911,  0.5449303, -1.0811177], dtype=float32), array([0.6006323 , 0.33270454, 0.06666317], dtype=float32), 85.33969, array(85., dtype=float32), 0.33969116]
[None, array([90., 80., 70.], dtype=float32), array([ 0.95535684,  0.4438466 , -1.1336226 ], dtype=float32), array([0.5146698 , 0.40227735, 0.08305289], dtype=float32), 84.31618, array(85., dtype=float32), 0.68382263]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0367942 ,  0.34331095, -1.1858368 ], dtype=float32), array([0.55814826, 0.36353397, 0.07831781], dtype=float32), 84.79831, array(85., dtype=float32), 0.20169067]
[None, array([90., 80., 70.], dtype=float32), array([ 0.85835  ,  0.5077602, -0.9927028], dtype=float32), array([0.6006934 , 0.32594943, 0.07335719], dtype=float32), 85.27336, array(85., dtype=float32), 0.2733612]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0420766 ,  0.34472466, -1.1992816 ], dtype=float32), array([0.5597228 , 0.3635575 , 0.07671968], dtype=float32), 84.830025, array(85., dtype=float32), 0.16997528]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8644832,  0.5108423, -1.0110879], dtype=float32), array([0.6023387 , 0.32563108, 0.0720303 ], dtype=float32), 85.30309, array(85., dtype=float32), 0.30309296]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0475065 ,  0.34599423, -1.213073  ], dtype=float32), array([0.5613592 , 0.36337423, 0.07526656], dtype=float32), 84.86093, array(85., dtype=float32), 0.1390686]
[None, array([90., 80., 70.], dtype=float32), array([ 0.87049896,  0.5131741 , -1.0279348 ], dtype=float32), array([0.60402536, 0.3252204 , 0.07075426], dtype=float32), 85.33271, array(85., dtype=float32), 0.33271027]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0530808 ,  0.34707636, -1.2270896 ], dtype=float32), array([0.56307214, 0.36302364, 0.07390417], dtype=float32), 84.89168, array(85., dtype=float32), 0.10832214]
[None, array([90., 80., 70.], dtype=float32), array([ 0.87649626,  0.5149211 , -1.0439001 ], dtype=float32), array([0.6057687 , 0.3247171 , 0.06951424], dtype=float32), 85.36255, array(85., dtype=float32), 0.36254883]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0587995 ,  0.34793627, -1.2412788 ], dtype=float32), array([0.56486845, 0.3625298 , 0.07260172], dtype=float32), 84.92267, array(85., dtype=float32), 0.07733154]
[None, array([90., 80., 70.], dtype=float32), array([ 0.88253784,  0.5161882 , -1.0593641 ], dtype=float32), array([0.6075794 , 0.32411963, 0.06830101], dtype=float32), 85.39279, array(85., dtype=float32), 0.39279175]
[None, array([90., 80., 70.], dtype=float32), array([ 0.96457314,  0.414694  , -1.1121991 ], dtype=float32), array([0.52189994, 0.39280438, 0.08529573], dtype=float32), 84.36604, array(85., dtype=float32), 0.6339569]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0457035 ,  0.31399518, -1.1646577 ], dtype=float32), array([0.56532025, 0.35437882, 0.08030095], dtype=float32), 84.85019, array(85., dtype=float32), 0.14981079]
[None, array([90., 80., 70.], dtype=float32), array([ 0.86740154,  0.47797015, -0.9719484 ], dtype=float32), array([0.6075902 , 0.3173052 , 0.07510462], dtype=float32), 85.32486, array(85., dtype=float32), 0.32485962]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0515093 ,  0.31501186, -1.1784036 ], dtype=float32), array([0.56713504, 0.3542348 , 0.07863013], dtype=float32), 84.88505, array(85., dtype=float32), 0.11495209]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8740803 ,  0.48070914, -0.99059767], dtype=float32), array([0.60947   , 0.3168182 , 0.07371182], dtype=float32), 85.35759, array(85., dtype=float32), 0.35758972]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0574768 ,  0.31586263, -1.1924974 ], dtype=float32), array([0.5690194 , 0.35387272, 0.07710791], dtype=float32), 84.91911, array(85., dtype=float32), 0.08088684]
[None, array([90., 80., 70.], dtype=float32), array([ 0.88065356,  0.48265392, -1.0077313 ], dtype=float32), array([0.61139727, 0.31623155, 0.0723711 ], dtype=float32), 85.39026, array(85., dtype=float32), 0.3902588]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0636051 ,  0.31650317, -1.2068218 ], dtype=float32), array([0.57098866, 0.35333273, 0.07567856], dtype=float32), 84.953094, array(85., dtype=float32), 0.046905518]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8872231 ,  0.48397544, -1.0240011 ], dtype=float32), array([0.6133881 , 0.31554475, 0.07106712], dtype=float32), 85.42321, array(85., dtype=float32), 0.42321014]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9690115 ,  0.38219523, -1.0773816 ], dtype=float32), array([0.52794665, 0.38299713, 0.08905622], dtype=float32), 84.3889, array(85., dtype=float32), 0.61109924]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0497377 ,  0.28134316, -1.1302518 ], dtype=float32), array([0.5712215 , 0.34508926, 0.08368933], dtype=float32), 84.87533, array(85., dtype=float32), 0.124671936]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8713072 ,  0.44453838, -0.9372491 ], dtype=float32), array([0.61317915, 0.3086632 , 0.07815772], dtype=float32), 85.35022, array(85., dtype=float32), 0.35021973]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0559561 ,  0.28219974, -1.144168  ], dtype=float32), array([0.5732101 , 0.34488812, 0.08190178], dtype=float32), 84.913086, array(85., dtype=float32), 0.08691406]
[None, array([90., 80., 70.], dtype=float32), array([ 0.87847346,  0.44728538, -0.95628625], dtype=float32), array([0.6152304 , 0.30809522, 0.07667436], dtype=float32), 85.38556, array(85., dtype=float32), 0.38555908]
[None, array([90., 80., 70.], dtype=float32), array([ 1.062348 ,  0.2828774, -1.1584501], dtype=float32), array([0.57527053, 0.3444523 , 0.08027721], dtype=float32), 84.94994, array(85., dtype=float32), 0.050056458]
[None, array([90., 80., 70.], dtype=float32), array([ 0.88552195,  0.44916558, -0.97373754], dtype=float32), array([0.6173307 , 0.30742192, 0.07524738], dtype=float32), 85.42084, array(85., dtype=float32), 0.4208374]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0689133,  0.28333  , -1.1729746], dtype=float32), array([0.5774208 , 0.34382528, 0.07875391], dtype=float32), 84.986664, array(85., dtype=float32), 0.013336182]
[None, array([90., 80., 70.], dtype=float32), array([ 0.89256483,  0.45036662, -0.9902896 ], dtype=float32), array([0.6194974 , 0.3066428 , 0.07385975], dtype=float32), 85.456375, array(85., dtype=float32), 0.45637512]
[None, array([90., 80., 70.], dtype=float32), array([ 0.81477886,  0.55765665, -0.9514838 ], dtype=float32), array([0.5796692 , 0.34303388, 0.07729699], dtype=float32), 85.02373, array(85., dtype=float32), 0.023727417]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9985048 ,  0.39142096, -1.1505866 ], dtype=float32), array([0.5366419 , 0.3830194 , 0.08033872], dtype=float32), 84.563034, array(85., dtype=float32), 0.43696594]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8191774 ,  0.56193155, -0.96603125], dtype=float32), array([0.5802328 , 0.34370285, 0.07606432], dtype=float32), 85.04168, array(85., dtype=float32), 0.041679382]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0019891,  0.3957108, -1.1633312], dtype=float32), array([0.5374045 , 0.38355628, 0.07903921], dtype=float32), 84.58365, array(85., dtype=float32), 0.41635132]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8234137 ,  0.56596327, -0.9800483 ], dtype=float32), array([0.58086973, 0.3442686 , 0.07486159], dtype=float32), 85.060074, array(85., dtype=float32), 0.060073853]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0056255,  0.3996846, -1.1762042], dtype=float32), array([0.5381822 , 0.3840333 , 0.07778452], dtype=float32), 84.60397, array(85., dtype=float32), 0.3960266]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8275704,  0.5697668, -0.9937554], dtype=float32), array([0.5815723 , 0.34474453, 0.07368322], dtype=float32), 85.078896, array(85., dtype=float32), 0.07889557]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0093839 ,  0.40337843, -1.1891822 ], dtype=float32), array([0.5389886 , 0.3844479 , 0.07656355], dtype=float32), 84.62425, array(85., dtype=float32), 0.37574768]
[None, array([90., 80., 70.], dtype=float32), array([ 0.83170086,  0.57334954, -1.0072893 ], dtype=float32), array([0.5823358 , 0.3451386 , 0.07252552], dtype=float32), 85.0981, array(85., dtype=float32), 0.098098755]
[None, array([90., 80., 70.], dtype=float32), array([ 1.013247  ,  0.40681565, -1.2022519 ], dtype=float32), array([0.53983295, 0.38479766, 0.07536935], dtype=float32), 84.64463, array(85., dtype=float32), 0.35536957]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8358408 ,  0.57671493, -1.0207374 ], dtype=float32), array([0.5831582 , 0.3454558 , 0.07138601], dtype=float32), 85.11772, array(85., dtype=float32), 0.11772156]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0172049,  0.4100104, -1.2154062], dtype=float32), array([0.5407221 , 0.3850805 , 0.07419741], dtype=float32), 84.66524, array(85., dtype=float32), 0.33476257]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8400143 ,  0.57986325, -1.0341562 ], dtype=float32), array([0.58403844, 0.34569857, 0.07026306], dtype=float32), 85.13776, array(85., dtype=float32), 0.13775635]
[None, array([90., 80., 70.], dtype=float32), array([ 1.021252  ,  0.41297096, -1.2286414 ], dtype=float32), array([0.54166085, 0.38529435, 0.07304477], dtype=float32), 84.686165, array(85., dtype=float32), 0.31383514]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8442385 ,  0.58279383, -1.0475826 ], dtype=float32), array([0.58497643, 0.3458682 , 0.06915541], dtype=float32), 85.15822, array(85., dtype=float32), 0.15821838]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0253878 ,  0.41570348, -1.2419556 ], dtype=float32), array([0.54265326, 0.38543728, 0.07190944], dtype=float32), 84.707436, array(85., dtype=float32), 0.2925644]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8485261,  0.5855056, -1.061042 ], dtype=float32), array([0.58597285, 0.345965  , 0.06806216], dtype=float32), 85.17911, array(85., dtype=float32), 0.17910767]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0296113,  0.4182093, -1.2553493], dtype=float32), array([0.5437025 , 0.3855076 , 0.07078994], dtype=float32), 84.72913, array(85., dtype=float32), 0.2708664]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8528866,  0.587996 , -1.0745511], dtype=float32), array([0.5870287 , 0.3459887 , 0.06698263], dtype=float32), 85.200455, array(85., dtype=float32), 0.20045471]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0339253 ,  0.42048985, -1.2688226 ], dtype=float32), array([0.5448113 , 0.3855034 , 0.06968528], dtype=float32), 84.75126, array(85., dtype=float32), 0.24874115]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8573292,  0.5902641, -1.0881219], dtype=float32), array([0.58814526, 0.34593853, 0.06591621], dtype=float32), 85.22229, array(85., dtype=float32), 0.22229004]
[None, array([90., 80., 70.], dtype=float32), array([ 1.038333  ,  0.42254555, -1.282377  ], dtype=float32), array([0.54598224, 0.3854231 , 0.0685946 ], dtype=float32), 84.773865, array(85., dtype=float32), 0.22613525]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8618608 ,  0.59230757, -1.1017632 ], dtype=float32), array([0.58932406, 0.34581366, 0.06486236], dtype=float32), 85.24462, array(85., dtype=float32), 0.24462128]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0428381 ,  0.42437488, -1.2960144 ], dtype=float32), array([0.5472178 , 0.38526493, 0.06751727], dtype=float32), 84.797005, array(85., dtype=float32), 0.2029953]
[None, array([90., 80., 70.], dtype=float32), array([ 0.86648685,  0.5941226 , -1.1154819 ], dtype=float32), array([0.5905667 , 0.34561267, 0.06382072], dtype=float32), 85.26747, array(85., dtype=float32), 0.2674713]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0474436 ,  0.42597538, -1.309737  ], dtype=float32), array([0.5485201 , 0.38502705, 0.06645279], dtype=float32), 84.82066, array(85., dtype=float32), 0.17933655]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8712133 ,  0.59570676, -1.1292831 ], dtype=float32), array([0.5918749 , 0.34533426, 0.06279082], dtype=float32), 85.29084, array(85., dtype=float32), 0.29084015]
[None, array([90., 80., 70.], dtype=float32), array([ 0.9536728,  0.4950397, -1.1808901], dtype=float32), array([0.5056409 , 0.41656837, 0.07779075], dtype=float32), 84.2785, array(85., dtype=float32), 0.7214966]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0356482,  0.3947225, -1.2324209], dtype=float32), array([0.5492578 , 0.37717605, 0.07356613], dtype=float32), 84.75691, array(85., dtype=float32), 0.24308777]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8573804 ,  0.56031233, -1.0399691 ], dtype=float32), array([0.59220046, 0.33872908, 0.06907041], dtype=float32), 85.2313, array(85., dtype=float32), 0.23130035]
[None, array([90., 80., 70.], dtype=float32), array([ 1.040302  ,  0.39641583, -1.2456135 ], dtype=float32), array([0.5505648 , 0.377306  , 0.07212917], dtype=float32), 84.784355, array(85., dtype=float32), 0.21564484]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8627774,  0.5634257, -1.0576818], dtype=float32), array([0.5935768 , 0.33855677, 0.06786636], dtype=float32), 85.2571, array(85., dtype=float32), 0.25710297]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0450841 ,  0.39798206, -1.2591175 ], dtype=float32), array([0.55192816, 0.37725613, 0.07081579], dtype=float32), 84.811134, array(85., dtype=float32), 0.18886566]
[None, array([90., 80., 70.], dtype=float32), array([ 0.8680732 ,  0.56589603, -1.0739919 ], dtype=float32), array([0.594991  , 0.33830208, 0.06670693], dtype=float32), 85.282845, array(85., dtype=float32), 0.28284454]
[None, array([90., 80., 70.], dtype=float32), array([ 1.0499916 ,  0.39938316, -1.2728249 ], dtype=float32), array([0.553359  , 0.37706044, 0.06958063], dtype=float32), 84.83778, array(85., dtype=float32), 0.16221619]
